0.000	0.085
0.001	0.036
0.002	0.196
0.003	0.262
0.004	0.352
0.005	0.233
0.006	0.327
0.007	0.493
0.008	0.426
0.009	0.549
0.010	0.582
0.011	0.670
0.012	0.651
0.013	0.732
0.014	0.884
0.015	0.913
0.016	0.878
0.017	0.931
0.018	0.815
0.019	0.957
0.020	0.830
0.021	0.904
0.022	0.892
0.023	1.068
0.024	0.912
0.025	0.975
0.026	0.905
0.027	0.894
0.028	1.107
0.029	0.898
0.030	0.954
0.031	1.015
0.032	0.933
0.033	0.825
0.034	0.879
0.035	0.815
0.036	0.769
0.037	0.847
0.038	0.633
0.039	0.705
0.040	0.594
0.041	0.603
0.042	0.457
0.043	0.524
0.044	0.314
0.045	0.272
0.046	0.326
0.047	0.292
0.048	0.018
0.049	0.175
0.050	0.006
0.051	-0.166
0.052	-0.202
0.053	-0.147
0.054	-0.151
0.055	-0.347
0.056	-0.477
0.057	-0.546
0.058	-0.492
0.059	-0.645
0.060	-0.653
0.061	-0.520
0.062	-0.584
0.063	-0.641
0.064	-0.829
0.065	-0.799
0.066	-0.876
0.067	-0.811
0.068	-0.902
0.069	-0.888
0.070	-0.943
0.071	-1.084
0.072	-0.998
0.073	-0.884
0.074	-0.890
0.075	-0.945
0.076	-1.052
0.077	-0.932
0.078	-0.947
0.079	-1.005
0.080	-0.904
0.081	-1.013
0.082	-0.920
0.083	-0.781
0.084	-0.762
0.085	-0.851
0.086	-0.838
0.087	-0.631
0.088	-0.722
0.089	-0.591
0.090	-0.474
0.091	-0.514
0.092	-0.442
0.093	-0.336
0.094	-0.383
0.095	-0.203
0.096	-0.274
0.097	-0.109
0.098	-0.079
0.099	0.040
0.100	-0.004
0.101	-0.008
0.102	0.238
0.103	0.292
0.104	0.161
0.105	0.404
0.106	0.403
0.107	0.409
0.108	0.512
0.109	0.481
0.110	0.659
0.111	0.589
0.112	0.671
0.113	0.660
0.114	0.692
0.115	0.753
0.116	0.858
0.117	0.855
0.118	0.822
0.119	1.031
0.120	0.852
0.121	0.875
0.122	0.981
0.123	1.057
0.124	1.119
0.125	1.109
0.126	1.044
0.127	0.963
0.128	1.045
0.129	0.936
0.130	0.900
0.131	0.863
0.132	0.926
0.133	0.812
0.134	0.757
0.135	0.867
0.136	0.677
0.137	0.802
0.138	0.601
0.139	0.699
0.140	0.481
0.141	0.648
0.142	0.370
0.143	0.431
0.144	0.287
0.145	0.244
0.146	0.323
0.147	0.246
0.148	0.164
0.149	0.180
0.150	0.035
0.151	0.002
0.152	-0.227
0.153	-0.279
0.154	-0.244
0.155	-0.414
0.156	-0.476
0.157	-0.500
0.158	-0.491
0.159	-0.456
0.160	-0.569
0.161	-0.574
0.162	-0.797
0.163	-0.815
0.164	-0.646
0.165	-0.883
0.166	-0.747
0.167	-0.970
0.168	-0.780
0.169	-1.041
0.170	-0.858
0.171	-1.076
0.172	-1.106
0.173	-0.886
0.174	-0.975
0.175	-1.080
0.176	-1.082
0.177	-1.019
0.178	-0.879
0.179	-0.889
0.180	-0.986
0.181	-0.917
0.182	-0.885
0.183	-0.888
0.184	-0.797
0.185	-0.909
0.186	-0.763
0.187	-0.665
0.188	-0.733
0.189	-0.514
0.190	-0.569
0.191	-0.441
0.192	-0.420
0.193	-0.394
0.194	-0.484
0.195	-0.247
0.196	-0.165
0.197	-0.081
0.198	-0.032
0.199	0.020
0.200	0.120
0.201	0.124
0.202	0.226
0.203	0.308
0.204	0.290
0.205	0.308
0.206	0.284
0.207	0.508
0.208	0.579
0.209	0.430
0.210	0.625
0.211	0.574
0.212	0.717
0.213	0.661
0.214	0.821
0.215	0.763
0.216	0.802
0.217	0.809
0.218	0.798
0.219	0.963
0.220	0.882
0.221	1.006
0.222	0.985
0.223	1.110
0.224	0.943
0.225	1.012
0.226	1.053
0.227	0.895
0.228	0.975
0.229	0.992
0.230	1.062
0.231	0.918
0.232	0.864
0.233	0.963
0.234	0.828
0.235	0.685
0.236	0.732
0.237	0.754
0.238	0.768
0.239	0.571
0.240	0.632
0.241	0.532
0.242	0.477
0.243	0.377
0.244	0.421
0.245	0.230
0.246	0.279
0.247	0.073
0.248	0.104
0.249	0.112
0.250	0.043
0.251	-0.028
0.252	-0.164
0.253	-0.266
0.254	-0.221
0.255	-0.277
0.256	-0.310
0.257	-0.469
0.258	-0.422
0.259	-0.610
0.260	-0.483
0.261	-0.591
0.262	-0.646
0.263	-0.790
0.264	-0.762
0.265	-0.912
0.266	-0.904
0.267	-0.782
0.268	-0.858
0.269	-1.031
0.270	-1.048
0.271	-1.003
0.272	-0.963
0.273	-0.969
0.274	-0.956
0.275	-1.053
0.276	-0.929
0.277	-1.045
0.278	-1.025
0.279	-1.046
0.280	-0.830
0.281	-1.054
0.282	-0.823
0.283	-0.918
0.284	-0.922
0.285	-0.825
0.286	-0.656
0.287	-0.624
0.288	-0.618
0.289	-0.588
0.290	-0.682
0.291	-0.489
0.292	-0.511
0.293	-0.357
0.294	-0.257
0.295	-0.205
0.296	-0.158
0.297	-0.261
0.298	-0.052
0.299	-0.051
0.300	-0.051
0.301	0.164
0.302	0.228
0.303	0.281
0.304	0.248
0.305	0.328
0.306	0.284
0.307	0.369
0.308	0.573
0.309	0.534
0.310	0.579
0.311	0.725
0.312	0.684
0.313	0.677
0.314	0.691
0.315	0.855
0.316	0.901
0.317	0.786
0.318	0.931
0.319	0.928
0.320	1.036
0.321	1.025
0.322	0.902
0.323	0.923
0.324	0.998
0.325	0.905
0.326	0.908
0.327	0.957
0.328	0.938
0.329	1.077
0.330	1.053
0.331	0.960
0.332	0.989
0.333	0.956
0.334	0.843
0.335	0.768
0.336	0.744
0.337	0.769
0.338	0.712
0.339	0.577
0.340	0.501
0.341	0.429
0.342	0.384
0.343	0.463
0.344	0.334
0.345	0.256
0.346	0.207
0.347	0.085
0.348	0.107
0.349	0.171
0.350	0.021
0.351	-0.121
0.352	-0.086
0.353	-0.122
0.354	-0.252
0.355	-0.395
0.356	-0.272
0.357	-0.394
0.358	-0.477
0.359	-0.609
0.360	-0.573
0.361	-0.656
0.362	-0.602
0.363	-0.755
0.364	-0.834
0.365	-0.853
0.366	-0.787
0.367	-0.842
0.368	-0.784
0.369	-0.970
0.370	-0.852
0.371	-1.060
0.372	-1.005
