0.000000	0.935585
1.000000	0.876687
2.000000	0.382637
3.000000	0.471930
4.000000	0.311190
5.000000	0.396438
6.000000	0.510963
7.000000	0.601892
8.000000	0.842251
9.000000	0.131098
10.000000	0.603618
11.000000	0.441463
12.000000	0.721995
13.000000	0.573331
14.000000	0.042272
15.000000	0.964568
16.000000	0.687252
17.000000	0.103980
18.000000	0.044241
19.000000	0.392997
20.000000	0.146524
21.000000	0.427375
22.000000	0.767666
23.000000	0.984660
24.000000	0.308158
25.000000	0.200602
26.000000	0.388657
27.000000	0.981454
28.000000	0.801084
29.000000	0.932077
30.000000	0.080459
31.000000	0.736670
32.000000	0.808764
33.000000	0.463096
34.000000	0.208600
35.000000	0.119954
36.000000	0.859534
37.000000	0.719563
38.000000	0.721846
39.000000	0.701785
40.000000	0.850661
41.000000	0.325464
42.000000	0.143248
43.000000	0.572657
44.000000	0.898795
45.000000	0.185519
46.000000	0.537224
47.000000	0.586047
48.000000	0.289500
49.000000	0.581466
50.000000	0.979044
51.000000	0.436024
52.000000	0.008841
53.000000	0.746710
54.000000	0.420684
55.000000	0.316999
56.000000	0.947312
57.000000	0.809341
58.000000	0.298453
59.000000	0.748397
60.000000	0.741418
61.000000	0.378912
62.000000	0.485067
63.000000	0.550182
64.000000	0.842008
65.000000	0.693667
66.000000	0.670136
67.000000	0.701541
68.000000	0.413230
69.000000	0.391982
70.000000	0.403326
71.000000	0.263891
72.000000	0.717446
73.000000	0.546574
74.000000	0.836548
75.000000	0.616241
76.000000	0.732093
77.000000	0.373772
78.000000	0.202288
79.000000	0.021593
80.000000	0.955238
81.000000	0.181332
82.000000	0.457617
83.000000	0.964079
84.000000	0.928042
85.000000	0.878301
86.000000	0.281078
87.000000	0.875354
88.000000	0.687642
89.000000	0.579531
90.000000	0.623751
91.000000	0.429060
92.000000	0.958443
93.000000	0.108818
94.000000	0.979242
95.000000	0.800450
96.000000	0.802485
97.000000	0.649378
98.000000	0.501992
99.000000	0.215715
